Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country
TX0000001595,China,4047802.528,Property Purchase,3/8/2013 10:00,Person_7443,Casinos,Brazil,FALSE,Legal,7,2,Bank_270,Luxembourg
TX0000001596,Russia,2508598.42,Stocks Transfer,3/8/2013 11:00,Person_4265,Real Estate,Switzerland,FALSE,Illegal,5,5,Bank_129,Bahamas
TX0000001597,South Africa,1781271.484,Offshore Transfer,3/8/2013 12:00,Person_5709,Finance,UAE,FALSE,Legal,8,5,Bank_489,Luxembourg
TX0000001598,USA,4905250.286,Offshore Transfer,3/8/2013 13:00,Person_4475,Oil & Gas,USA,FALSE,Legal,9,3,Bank_205,Singapore
TX0000001599,UAE,59631.0797,Stocks Transfer,3/8/2013 14:00,Person_5192,Arms Trade,China,FALSE,Illegal,5,4,Bank_296,Bahamas
TX0000001600,Brazil,2779819.149,Property Purchase,3/8/2013 15:00,Person_8249,Oil & Gas,South Africa,TRUE,Illegal,7,2,Bank_310,Panama
TX0000001601,USA,405165.1865,Stocks Transfer,3/8/2013 16:00,Person_2986,Luxury Goods,UAE,FALSE,Illegal,7,3,Bank_237,Panama
TX0000001602,China,1746501.748,Cryptocurrency,3/8/2013 17:00,Person_6164,Real Estate,China,FALSE,Illegal,2,8,Bank_472,Bahamas
TX0000001603,Russia,602714.6959,Stocks Transfer,3/8/2013 18:00,Person_2091,Casinos,UAE,FALSE,Illegal,8,8,Bank_356,Switzerland
TX0000001604,South Africa,4373715.247,Cryptocurrency,3/8/2013 19:00,Person_4287,Finance,USA,FALSE,Illegal,3,6,Bank_317,Panama
TX0000001605,Singapore,337740.3048,Property Purchase,3/8/2013 20:00,Person_9226,Casinos,India,TRUE,Legal,10,2,Bank_397,Cayman Islands
TX0000001606,Switzerland,2421067.602,Stocks Transfer,3/8/2013 21:00,Person_5011,Casinos,UK,FALSE,Illegal,8,0,Bank_423,Panama
TX0000001607,Singapore,2840907.527,Cash Withdrawal,3/8/2013 22:00,Person_5435,Construction,UAE,FALSE,Illegal,4,6,Bank_229,Switzerland
TX0000001608,UAE,3829727.59,Stocks Transfer,3/8/2013 23:00,Person_9657,Casinos,South Africa,FALSE,Legal,8,0,Bank_85,Luxembourg
TX0000001609,Brazil,1828176.504,Cash Withdrawal,3/9/2013 0:00,Person_3505,Real Estate,Singapore,FALSE,Legal,5,1,Bank_201,Switzerland
TX0000001610,USA,3814265.85,Offshore Transfer,3/9/2013 1:00,Person_9740,Luxury Goods,Switzerland,FALSE,Illegal,1,8,Bank_100,Bahamas
TX0000001611,India,1310311.593,Offshore Transfer,3/9/2013 2:00,Person_5497,Finance,China,FALSE,Illegal,3,1,Bank_267,Panama
TX0000001612,UAE,3500149.218,Stocks Transfer,3/9/2013 3:00,Person_6443,Real Estate,USA,FALSE,Legal,1,4,Bank_412,Switzerland
TX0000001613,Switzerland,3142092.905,Stocks Transfer,3/9/2013 4:00,Person_7901,Arms Trade,India,TRUE,Illegal,7,9,Bank_368,Cayman Islands
TX0000001614,South Africa,153969.9534,Offshore Transfer,3/9/2013 5:00,Person_130,Luxury Goods,Singapore,FALSE,Legal,1,7,Bank_450,Luxembourg
TX0000001615,UAE,3130894.226,Property Purchase,3/9/2013 6:00,Person_6909,Construction,USA,FALSE,Legal,10,8,Bank_144,Panama
TX0000001616,UK,600461.5987,Cash Withdrawal,3/9/2013 7:00,Person_2306,Construction,China,FALSE,Illegal,5,0,Bank_258,Singapore
TX0000001617,South Africa,253644.2772,Cash Withdrawal,3/9/2013 8:00,Person_4494,Construction,UK,TRUE,Legal,1,6,Bank_193,Singapore
TX0000001618,Brazil,1479595,Offshore Transfer,3/9/2013 9:00,Person_5623,Casinos,UAE,FALSE,Illegal,9,8,Bank_142,Panama
TX0000001619,USA,1522809.072,Stocks Transfer,3/9/2013 10:00,Person_7016,Finance,India,TRUE,Illegal,9,2,Bank_95,Switzerland
TX0000001620,India,2910392.722,Cryptocurrency,3/9/2013 11:00,Person_752,Oil & Gas,India,FALSE,Illegal,7,9,Bank_246,Luxembourg
TX0000001621,South Africa,892935.522,Cash Withdrawal,3/9/2013 12:00,Person_3697,Luxury Goods,Singapore,FALSE,Legal,7,8,Bank_461,Bahamas
TX0000001622,USA,1240883.331,Cash Withdrawal,3/9/2013 13:00,Person_714,Construction,UK,TRUE,Illegal,8,6,Bank_473,Panama
TX0000001623,South Africa,1477549.473,Cryptocurrency,3/9/2013 14:00,Person_5319,Luxury Goods,UAE,FALSE,Illegal,2,8,Bank_109,Panama
TX0000001624,UK,3335082.083,Cash Withdrawal,3/9/2013 15:00,Person_2264,Construction,Russia,FALSE,Legal,6,6,Bank_280,Cayman Islands
TX0000001625,China,748945.7924,Cryptocurrency,3/9/2013 16:00,Person_5432,Casinos,Russia,FALSE,Illegal,6,0,Bank_278,Cayman Islands
TX0000001626,India,2696126.745,Stocks Transfer,3/9/2013 17:00,Person_6833,Finance,South Africa,TRUE,Illegal,3,5,Bank_382,Switzerland
TX0000001627,Switzerland,1656940.156,Cash Withdrawal,3/9/2013 18:00,Person_2231,Oil & Gas,UAE,FALSE,Illegal,1,2,Bank_284,Cayman Islands
TX0000001628,South Africa,3432081.59,Stocks Transfer,3/9/2013 19:00,Person_8141,Construction,Singapore,FALSE,Legal,9,0,Bank_393,Switzerland
TX0000001629,UAE,2231183.801,Offshore Transfer,3/9/2013 20:00,Person_8783,Casinos,USA,FALSE,Illegal,9,4,Bank_167,Cayman Islands
TX0000001630,India,3245040.161,Stocks Transfer,3/9/2013 21:00,Person_8508,Luxury Goods,UAE,FALSE,Illegal,1,3,Bank_201,Switzerland
TX0000001631,Switzerland,3912583.809,Cryptocurrency,3/9/2013 22:00,Person_1490,Casinos,Switzerland,FALSE,Illegal,6,8,Bank_416,Panama
TX0000001632,Russia,4992646.799,Property Purchase,3/9/2013 23:00,Person_9286,Construction,Russia,FALSE,Illegal,5,8,Bank_386,Switzerland
TX0000001633,Russia,1785286.443,Cash Withdrawal,3/10/2013 0:00,Person_3356,Luxury Goods,UK,TRUE,Legal,10,7,Bank_207,Panama
TX0000001634,Singapore,129742.2959,Offshore Transfer,3/10/2013 1:00,Person_8620,Finance,UK,FALSE,Illegal,1,3,Bank_69,Panama
TX0000001635,South Africa,4742462.726,Property Purchase,3/10/2013 2:00,Person_4594,Finance,China,TRUE,Legal,4,0,Bank_187,Bahamas
TX0000001636,UK,636053.5886,Cryptocurrency,3/10/2013 3:00,Person_8721,Finance,South Africa,TRUE,Illegal,7,8,Bank_495,Singapore
TX0000001637,UAE,2645900.687,Cash Withdrawal,3/10/2013 4:00,Person_5661,Construction,Singapore,FALSE,Illegal,8,8,Bank_349,Switzerland
TX0000001638,Russia,1824114.786,Property Purchase,3/10/2013 5:00,Person_8595,Casinos,China,FALSE,Illegal,2,9,Bank_122,Bahamas
TX0000001639,UAE,2518461.453,Offshore Transfer,3/10/2013 6:00,Person_5574,Arms Trade,Brazil,TRUE,Illegal,1,6,Bank_160,Cayman Islands
TX0000001640,Brazil,785041.176,Offshore Transfer,3/10/2013 7:00,Person_607,Finance,UAE,FALSE,Illegal,7,2,Bank_84,Panama
TX0000001641,USA,1668733.87,Offshore Transfer,3/10/2013 8:00,Person_7304,Real Estate,Brazil,TRUE,Illegal,7,2,Bank_178,Luxembourg
TX0000001642,Switzerland,2557644.852,Stocks Transfer,3/10/2013 9:00,Person_5908,Arms Trade,Brazil,TRUE,Legal,1,5,Bank_115,Cayman Islands
TX0000001643,Russia,3553218.147,Cryptocurrency,3/10/2013 10:00,Person_907,Casinos,Brazil,FALSE,Illegal,5,4,Bank_428,Cayman Islands
TX0000001644,UAE,4205636.787,Offshore Transfer,3/10/2013 11:00,Person_6027,Finance,China,FALSE,Legal,1,9,Bank_52,Panama
TX0000001645,Singapore,1727443.805,Offshore Transfer,3/10/2013 12:00,Person_2037,Casinos,Russia,FALSE,Legal,6,0,Bank_327,Switzerland
TX0000001646,UK,572267.8874,Cryptocurrency,3/10/2013 13:00,Person_8428,Finance,Switzerland,FALSE,Legal,9,7,Bank_483,Luxembourg
TX0000001647,Russia,2052773.16,Stocks Transfer,3/10/2013 14:00,Person_9220,Real Estate,Singapore,FALSE,Legal,5,7,Bank_274,Panama
TX0000001648,UK,2017373.99,Offshore Transfer,3/10/2013 15:00,Person_9150,Finance,India,FALSE,Illegal,5,6,Bank_419,Luxembourg
TX0000001649,Russia,3996283.92,Cash Withdrawal,3/10/2013 16:00,Person_6872,Arms Trade,USA,FALSE,Legal,7,1,Bank_38,Switzerland
TX0000001650,China,3182254.354,Offshore Transfer,3/10/2013 17:00,Person_3036,Finance,India,FALSE,Legal,10,5,Bank_177,Switzerland
TX0000001651,South Africa,1870081.83,Property Purchase,3/10/2013 18:00,Person_2853,Finance,China,FALSE,Illegal,6,4,Bank_183,Luxembourg
TX0000001652,Singapore,3826279.798,Cryptocurrency,3/10/2013 19:00,Person_846,Oil & Gas,Russia,FALSE,Illegal,9,4,Bank_357,Cayman Islands
TX0000001653,Brazil,2993714.749,Property Purchase,3/10/2013 20:00,Person_8680,Real Estate,UAE,FALSE,Illegal,10,0,Bank_238,Panama
TX0000001654,Russia,786287.2537,Offshore Transfer,3/10/2013 21:00,Person_5891,Luxury Goods,Singapore,FALSE,Legal,8,4,Bank_70,Cayman Islands
TX0000001655,UK,2906422.061,Cash Withdrawal,3/10/2013 22:00,Person_8098,Oil & Gas,Russia,FALSE,Illegal,1,3,Bank_330,Cayman Islands
TX0000001656,Brazil,2636552.496,Property Purchase,3/10/2013 23:00,Person_7943,Oil & Gas,South Africa,TRUE,Legal,1,9,Bank_464,Singapore
TX0000001657,India,601075.8208,Property Purchase,3/11/2013 0:00,Person_7013,Construction,China,FALSE,Illegal,6,0,Bank_480,Panama
TX0000001658,Russia,2645791.307,Cash Withdrawal,3/11/2013 1:00,Person_622,Casinos,Singapore,FALSE,Illegal,6,0,Bank_207,Bahamas
TX0000001659,Russia,3995972.245,Property Purchase,3/11/2013 2:00,Person_4422,Arms Trade,India,TRUE,Legal,3,5,Bank_453,Cayman Islands
TX0000001660,South Africa,4373119.804,Stocks Transfer,3/11/2013 3:00,Person_8006,Casinos,UK,FALSE,Illegal,3,4,Bank_349,Luxembourg
TX0000001661,India,807401.7594,Property Purchase,3/11/2013 4:00,Person_2722,Finance,Brazil,FALSE,Illegal,7,0,Bank_138,Luxembourg
TX0000001662,Brazil,2278663.278,Offshore Transfer,3/11/2013 5:00,Person_6154,Arms Trade,UAE,FALSE,Illegal,1,8,Bank_94,Bahamas
TX0000001663,Switzerland,3011059.578,Cash Withdrawal,3/11/2013 6:00,Person_550,Oil & Gas,Brazil,TRUE,Legal,7,1,Bank_499,Singapore
TX0000001664,UK,945542.2596,Stocks Transfer,3/11/2013 7:00,Person_4304,Real Estate,Singapore,TRUE,Legal,5,3,Bank_381,Panama
TX0000001665,USA,1669208.572,Stocks Transfer,3/11/2013 8:00,Person_4288,Casinos,India,FALSE,Illegal,9,8,Bank_294,Panama
TX0000001666,UK,3722799.478,Offshore Transfer,3/11/2013 9:00,Person_4591,Real Estate,UAE,FALSE,Illegal,7,9,Bank_210,Cayman Islands
TX0000001667,India,2564959.302,Cryptocurrency,3/11/2013 10:00,Person_7961,Arms Trade,Russia,FALSE,Illegal,1,7,Bank_132,Cayman Islands
TX0000001668,Russia,1316806.736,Offshore Transfer,3/11/2013 11:00,Person_4119,Casinos,USA,FALSE,Illegal,4,9,Bank_254,Panama
TX0000001669,UAE,1903469.714,Stocks Transfer,3/11/2013 12:00,Person_2074,Luxury Goods,UAE,FALSE,Illegal,7,2,Bank_455,Luxembourg
TX0000001670,UAE,644699.4434,Cryptocurrency,3/11/2013 13:00,Person_5737,Casinos,UK,TRUE,Legal,2,7,Bank_288,Switzerland
TX0000001671,USA,4583057.455,Stocks Transfer,3/11/2013 14:00,Person_2633,Finance,UAE,FALSE,Legal,8,7,Bank_496,Cayman Islands
TX0000001672,Brazil,3975845.216,Cryptocurrency,3/11/2013 15:00,Person_7136,Arms Trade,Brazil,FALSE,Illegal,3,9,Bank_78,Panama
TX0000001673,India,3700359.177,Offshore Transfer,3/11/2013 16:00,Person_3401,Luxury Goods,China,TRUE,Illegal,4,3,Bank_309,Cayman Islands
TX0000001674,Singapore,2198712.472,Cash Withdrawal,3/11/2013 17:00,Person_3503,Arms Trade,Russia,TRUE,Legal,3,0,Bank_298,Luxembourg
TX0000001675,Russia,1402256.488,Cryptocurrency,3/11/2013 18:00,Person_2631,Luxury Goods,Switzerland,TRUE,Illegal,5,5,Bank_99,Singapore
TX0000001676,South Africa,1435425.468,Offshore Transfer,3/11/2013 19:00,Person_2611,Casinos,Brazil,FALSE,Legal,10,0,Bank_182,Panama
TX0000001677,Russia,1868491.074,Cryptocurrency,3/11/2013 20:00,Person_2651,Luxury Goods,Singapore,TRUE,Illegal,10,6,Bank_354,Singapore
TX0000001678,Switzerland,1636408.155,Property Purchase,3/11/2013 21:00,Person_5321,Arms Trade,USA,FALSE,Illegal,5,3,Bank_376,Bahamas
TX0000001679,UK,4451111.041,Offshore Transfer,3/11/2013 22:00,Person_9151,Casinos,Brazil,TRUE,Illegal,2,5,Bank_257,Singapore
TX0000001680,Russia,3472525.815,Cryptocurrency,3/11/2013 23:00,Person_9101,Luxury Goods,USA,FALSE,Illegal,6,3,Bank_231,Singapore
,UAE,3665438.753,Offshore Transfer,3/12/2013 0:00,Person_2909,Finance,China,FALSE,Illegal,7,4,Bank_127,Cayman Islands
TX0000001682,UAE,326554.874,Offshore Transfer,3/12/2013 1:00,Person_6904,Construction,China,TRUE,Illegal,7,4,Bank_489,Switzerland
TX0000001683,UAE,1474573.572,Offshore Transfer,3/12/2013 2:00,Person_257,Arms Trade,Switzerland,FALSE,Legal,4,2,Bank_313,Singapore
TX0000001684,UK,1772674.973,Cryptocurrency,3/12/2013 3:00,Person_6224,Casinos,UK,FALSE,Legal,10,7,Bank_54,Switzerland
TX0000001685,UK,2771641.849,Cash Withdrawal,3/12/2013 4:00,Person_3967,Luxury Goods,South Africa,FALSE,Illegal,2,2,Bank_398,Singapore
TX0000001686,USA,4363852.529,Stocks Transfer,3/12/2013 5:00,Person_2558,Construction,India,FALSE,Illegal,5,2,Bank_184,Panama
TX0000001687,UAE,2104026.666,Stocks Transfer,3/12/2013 6:00,Person_9305,Casinos,Singapore,TRUE,Legal,10,0,Bank_382,Cayman Islands
TX0000001688,Russia,4828680.907,Property Purchase,3/12/2013 7:00,Person_893,Construction,India,FALSE,Illegal,9,1,Bank_270,Luxembourg
TX0000001689,India,4597861.429,Property Purchase,3/12/2013 8:00,Person_330,Oil & Gas,Russia,TRUE,Illegal,8,6,Bank_437,Switzerland
TX0000001690,Switzerland,3270746.198,Property Purchase,3/12/2013 9:00,Person_6851,Construction,Russia,FALSE,Legal,8,9,Bank_475,Luxembourg
TX0000001691,China,2106225.689,Property Purchase,3/12/2013 10:00,Person_6706,Finance,Brazil,FALSE,Illegal,3,1,Bank_190,Cayman Islands
TX0000001692,Russia,2655927.141,Offshore Transfer,3/12/2013 11:00,Person_6915,Luxury Goods,Brazil,TRUE,Illegal,9,2,Bank_435,Bahamas
TX0000001693,Singapore,430944.1375,Stocks Transfer,3/12/2013 12:00,Person_3607,Construction,UK,FALSE,Illegal,4,0,Bank_287,Switzerland
TX0000001694,Singapore,4955070.335,Offshore Transfer,3/12/2013 13:00,Person_2358,Finance,USA,FALSE,Illegal,9,2,Bank_56,Switzerland
TX0000001695,South Africa,636824.6136,Cash Withdrawal,3/12/2013 14:00,Person_67,Finance,USA,FALSE,Illegal,8,7,Bank_287,Panama
TX0000001696,USA,1720582.573,Cryptocurrency,3/12/2013 15:00,Person_4400,Oil & Gas,UK,FALSE,Legal,6,9,Bank_451,Switzerland
TX0000001697,UK,566696.5232,Cash Withdrawal,3/12/2013 16:00,Person_7671,Finance,Brazil,FALSE,Illegal,10,1,Bank_441,Luxembourg
TX0000001698,India,1074200.536,Property Purchase,3/12/2013 17:00,Person_8917,Arms Trade,Switzerland,FALSE,Illegal,10,1,Bank_251,Panama
TX0000001699,Russia,821663.2085,Offshore Transfer,3/12/2013 18:00,Person_7439,Luxury Goods,Singapore,FALSE,Legal,4,7,Bank_479,Bahamas
TX0000001700,South Africa,3851112.969,Cash Withdrawal,3/12/2013 19:00,Person_7498,Arms Trade,Brazil,TRUE,Illegal,1,9,Bank_68,Cayman Islands
TX0000001701,India,3489969.922,Offshore Transfer,3/12/2013 20:00,Person_2103,Finance,Switzerland,FALSE,Legal,6,6,Bank_399,Luxembourg
TX0000001702,USA,2739216.521,Property Purchase,3/12/2013 21:00,Person_7063,Finance,UAE,FALSE,Legal,2,2,Bank_185,Bahamas
TX0000001703,Russia,3284597.399,Offshore Transfer,3/12/2013 22:00,Person_903,Luxury Goods,Switzerland,FALSE,Illegal,5,9,Bank_485,Panama
TX0000001704,Russia,2448837.548,Cash Withdrawal,3/12/2013 23:00,Person_7737,Construction,South Africa,TRUE,Illegal,6,5,Bank_34,Bahamas
TX0000001705,UK,2958213.828,Cryptocurrency,3/13/2013 0:00,Person_9989,Finance,Russia,FALSE,Illegal,8,6,Bank_464,Switzerland
TX0000001706,China,2827854.096,Property Purchase,3/13/2013 1:00,Person_7279,Real Estate,South Africa,FALSE,Legal,9,9,Bank_418,Bahamas
TX0000001707,India,493560.3212,Cash Withdrawal,3/13/2013 2:00,Person_2766,Oil & Gas,Brazil,FALSE,Illegal,2,9,Bank_486,Switzerland
TX0000001708,Russia,4159059.636,Property Purchase,3/13/2013 3:00,Person_5034,Arms Trade,India,FALSE,Legal,1,0,Bank_446,Luxembourg
TX0000001709,USA,4624900.269,Cryptocurrency,3/13/2013 4:00,Person_915,Luxury Goods,UK,TRUE,Illegal,4,6,Bank_270,Panama
TX0000001710,South Africa,3115447.482,Cash Withdrawal,3/13/2013 5:00,Person_4200,Arms Trade,UAE,FALSE,Illegal,4,9,Bank_24,Bahamas
TX0000001711,Switzerland,3821995.648,Cash Withdrawal,3/13/2013 6:00,Person_4967,Arms Trade,USA,FALSE,Illegal,8,5,Bank_107,Bahamas
TX0000001712,China,2410682.232,Stocks Transfer,3/13/2013 7:00,Person_5832,Luxury Goods,Singapore,FALSE,Illegal,3,5,Bank_441,Cayman Islands
TX0000001713,UK,4863294.309,Offshore Transfer,3/13/2013 8:00,Person_6499,Real Estate,USA,FALSE,Illegal,9,0,Bank_263,Cayman Islands
TX0000001714,Singapore,4272622.817,Offshore Transfer,3/13/2013 9:00,Person_526,Construction,Russia,FALSE,Legal,6,3,Bank_399,Cayman Islands
TX0000001715,China,1886488.382,Stocks Transfer,3/13/2013 10:00,Person_1584,Oil & Gas,Russia,TRUE,Legal,9,6,Bank_325,Singapore
TX0000001716,India,3362374.878,Cash Withdrawal,3/13/2013 11:00,Person_989,Oil & Gas,China,FALSE,Illegal,3,0,Bank_366,Panama
TX0000001717,China,4980201.195,Property Purchase,3/13/2013 12:00,Person_1278,Real Estate,India,TRUE,Legal,4,9,Bank_366,Switzerland
TX0000001718,South Africa,2773555.739,Cash Withdrawal,3/13/2013 13:00,Person_979,Luxury Goods,India,FALSE,Illegal,4,6,Bank_166,Panama
TX0000001719,Switzerland,1180256.073,Property Purchase,3/13/2013 14:00,Person_4654,Oil & Gas,India,FALSE,Illegal,3,6,Bank_480,Luxembourg
TX0000001720,Brazil,261580.7164,Stocks Transfer,3/13/2013 15:00,Person_7910,Construction,India,TRUE,Illegal,2,6,Bank_154,Cayman Islands
TX0000001721,USA,2363506.317,Offshore Transfer,3/13/2013 16:00,Person_1887,Real Estate,Singapore,FALSE,Illegal,6,6,Bank_438,Singapore
TX0000001722,South Africa,2769669.537,Offshore Transfer,3/13/2013 17:00,Person_3455,Luxury Goods,USA,FALSE,Illegal,7,7,Bank_37,Panama
TX0000001723,USA,3587615.911,Cryptocurrency,3/13/2013 18:00,Person_3977,Arms Trade,Switzerland,FALSE,Legal,6,3,Bank_274,Cayman Islands
TX0000001724,Russia,2010549.135,Offshore Transfer,3/13/2013 19:00,Person_9017,Finance,UAE,FALSE,Illegal,8,0,Bank_321,Singapore
TX0000001725,India,4805630.817,Property Purchase,3/13/2013 20:00,Person_425,Luxury Goods,UK,FALSE,Legal,9,4,Bank_164,Singapore
TX0000001726,Switzerland,127590.0643,Stocks Transfer,3/13/2013 21:00,Person_3236,Real Estate,Switzerland,FALSE,Legal,8,3,Bank_163,Switzerland
TX0000001727,China,3709183.834,Cash Withdrawal,3/13/2013 22:00,Person_7059,Oil & Gas,UK,TRUE,Illegal,3,6,Bank_43,Switzerland
TX0000001728,Switzerland,353773.5209,Stocks Transfer,3/13/2013 23:00,Person_5839,Real Estate,USA,TRUE,Illegal,8,0,Bank_75,Bahamas
TX0000001729,India,2029322.979,Property Purchase,3/14/2013 0:00,Person_1301,Arms Trade,Brazil,FALSE,Illegal,8,5,Bank_45,Switzerland
TX0000001730,India,2672091.879,Property Purchase,3/14/2013 1:00,Person_5598,Oil & Gas,Russia,FALSE,Illegal,3,8,Bank_392,Luxembourg
TX0000001731,Brazil,4677672.888,Cash Withdrawal,3/14/2013 2:00,Person_8063,Arms Trade,Switzerland,TRUE,Illegal,10,5,Bank_70,Switzerland
TX0000001732,UAE,3328773.147,Cryptocurrency,3/14/2013 3:00,Person_3420,Luxury Goods,China,FALSE,Illegal,6,8,Bank_304,Bahamas
TX0000001733,Switzerland,3602724.39,Property Purchase,3/14/2013 4:00,Person_1281,Luxury Goods,USA,FALSE,Legal,5,9,Bank_325,Bahamas
TX0000001734,USA,2498512.697,Property Purchase,3/14/2013 5:00,Person_8388,Casinos,Brazil,TRUE,Illegal,3,9,Bank_273,Singapore
TX0000001735,UK,2108948.644,Cryptocurrency,3/14/2013 6:00,Person_4726,Luxury Goods,Brazil,TRUE,Legal,9,3,Bank_494,Luxembourg
TX0000001736,UK,2231121.058,Property Purchase,3/14/2013 7:00,Person_4093,Construction,India,FALSE,Illegal,5,9,Bank_328,Bahamas
TX0000001737,India,2558582.231,Cash Withdrawal,3/14/2013 8:00,Person_6111,Casinos,Singapore,TRUE,Illegal,2,7,Bank_117,Cayman Islands
TX0000001738,UK,1667752.629,Cash Withdrawal,3/14/2013 9:00,Person_2080,Construction,China,FALSE,Illegal,2,2,Bank_120,Cayman Islands
TX0000001739,Singapore,3254649.511,Offshore Transfer,3/14/2013 10:00,Person_7412,Real Estate,UK,FALSE,Illegal,10,9,Bank_90,Panama
TX0000001740,USA,2179432.473,Cash Withdrawal,3/14/2013 11:00,Person_6099,Arms Trade,UK,TRUE,Illegal,7,4,Bank_33,Panama
TX0000001741,India,501352.1991,Cash Withdrawal,3/14/2013 12:00,Person_6101,Luxury Goods,Brazil,TRUE,Legal,7,2,Bank_148,Bahamas
TX0000001742,UK,2539956.715,Offshore Transfer,3/14/2013 13:00,Person_3147,Finance,China,FALSE,Illegal,9,8,Bank_164,Luxembourg
TX0000001743,South Africa,4939100.478,Stocks Transfer,3/14/2013 14:00,Person_1386,Oil & Gas,South Africa,TRUE,Illegal,8,2,Bank_23,Panama
TX0000001744,South Africa,3197197.491,Offshore Transfer,3/14/2013 15:00,Person_624,Oil & Gas,Switzerland,FALSE,Illegal,4,0,Bank_272,Singapore
TX0000001745,South Africa,2776527.769,Cash Withdrawal,3/14/2013 16:00,Person_4008,Construction,Brazil,FALSE,Legal,4,6,Bank_285,Bahamas
TX0000001746,USA,689020.1377,Offshore Transfer,3/14/2013 17:00,Person_8962,Real Estate,Brazil,FALSE,Illegal,2,9,Bank_4,Bahamas
TX0000001747,Singapore,1476385.306,Property Purchase,3/14/2013 18:00,Person_4441,Real Estate,China,FALSE,Legal,2,4,Bank_34,Cayman Islands
TX0000001748,China,3840924.449,Offshore Transfer,3/14/2013 19:00,Person_2954,Real Estate,UK,FALSE,Illegal,10,1,Bank_67,Cayman Islands
TX0000001749,Singapore,2885137.324,Cryptocurrency,3/14/2013 20:00,Person_6519,Construction,Russia,FALSE,Illegal,2,4,Bank_158,Panama
TX0000001750,Russia,2710145.766,Cash Withdrawal,3/14/2013 21:00,Person_6383,Oil & Gas,South Africa,FALSE,Legal,6,1,Bank_34,Switzerland
TX0000001751,UAE,1857661.69,Cash Withdrawal,3/14/2013 22:00,Person_7622,Real Estate,Switzerland,FALSE,Legal,7,1,Bank_56,Singapore
TX0000001752,China,3211063.552,Cash Withdrawal,3/14/2013 23:00,Person_8734,Construction,UAE,FALSE,Legal,7,0,Bank_433,Bahamas
TX0000001753,UK,1869677.971,Cash Withdrawal,3/15/2013 0:00,Person_984,Arms Trade,Singapore,FALSE,Illegal,7,0,Bank_72,Switzerland
TX0000001754,South Africa,2674991.422,Cryptocurrency,3/15/2013 1:00,Person_5259,Casinos,USA,FALSE,Illegal,3,1,Bank_94,Singapore
TX0000001755,India,1568538.847,Cash Withdrawal,3/15/2013 2:00,Person_9740,Arms Trade,India,TRUE,Illegal,9,1,Bank_469,Cayman Islands
TX0000001756,India,1938423.424,Cryptocurrency,3/15/2013 3:00,Person_9840,Construction,USA,FALSE,Illegal,2,7,Bank_236,Panama
TX0000001757,Switzerland,2282102.896,Cryptocurrency,3/15/2013 4:00,Person_7807,Construction,Russia,FALSE,Illegal,5,0,Bank_429,Bahamas
TX0000001758,Russia,20830.74324,Stocks Transfer,3/15/2013 5:00,Person_4882,Finance,Russia,FALSE,Illegal,3,6,Bank_461,Panama
TX0000001759,UAE,1459103.725,Cash Withdrawal,3/15/2013 6:00,Person_1023,Casinos,Singapore,TRUE,Illegal,6,1,Bank_289,Singapore
TX0000001760,USA,768503.4152,Cryptocurrency,3/15/2013 7:00,Person_917,Real Estate,China,FALSE,Illegal,8,5,Bank_18,Cayman Islands
TX0000001761,UK,3664224.577,Stocks Transfer,3/15/2013 8:00,Person_7346,Construction,Russia,TRUE,Illegal,3,4,Bank_64,Switzerland
TX0000001762,UK,3401961.23,Property Purchase,3/15/2013 9:00,Person_3888,Finance,Singapore,FALSE,Illegal,10,2,Bank_431,Bahamas
TX0000001763,Singapore,2167923.339,Stocks Transfer,3/15/2013 10:00,Person_3854,Arms Trade,India,TRUE,Illegal,6,3,Bank_411,Cayman Islands
TX0000001764,Brazil,4121010.353,Cryptocurrency,3/15/2013 11:00,Person_1955,Oil & Gas,South Africa,FALSE,Illegal,4,1,Bank_429,Luxembourg
TX0000001765,UAE,2586172.2,Property Purchase,3/15/2013 12:00,Person_7006,Finance,UK,FALSE,Illegal,3,4,Bank_177,Singapore
TX0000001766,Brazil,3720807.76,Stocks Transfer,3/15/2013 13:00,Person_6038,Oil & Gas,UK,FALSE,Illegal,9,4,Bank_25,Singapore
TX0000001767,USA,1209336.79,Property Purchase,3/15/2013 14:00,Person_4854,Construction,USA,FALSE,Illegal,5,6,Bank_100,Cayman Islands
TX0000001768,Switzerland,2499176.748,Property Purchase,3/15/2013 15:00,Person_174,Finance,South Africa,FALSE,Legal,10,8,Bank_213,Cayman Islands
TX0000001769,UK,2099633.018,Stocks Transfer,3/15/2013 16:00,Person_3739,Finance,Switzerland,FALSE,Illegal,4,9,Bank_223,Singapore
TX0000001770,Russia,286606.6607,Offshore Transfer,3/15/2013 17:00,Person_1430,Casinos,UAE,FALSE,Legal,2,3,Bank_35,Luxembourg
TX0000001771,Russia,4866942.572,Property Purchase,3/15/2013 18:00,Person_9572,Construction,India,FALSE,Illegal,10,5,Bank_125,Bahamas
TX0000001772,UAE,3595165.077,Stocks Transfer,3/15/2013 19:00,Person_1411,Oil & Gas,Singapore,FALSE,Legal,2,7,Bank_106,Singapore
